comments,sentiment_keyword_json,sentiment,emotion
ayyyyy my guy Ivory with the Boondocks music tho🔥🔥,"{'usage': {'text_units': 1, 'text_characters': 50, 'features': 2}, 'sentiment': {'document': {'score': 0.843116, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.322878, 'joy': 0.339027, 'fear': 0.065317, 'disgust': 0.155837, 'anger': 0.27206}}}}",positive,joy
7:46 when you see your girlfriend cheating on you,"{'usage': {'text_units': 1, 'text_characters': 49, 'features': 2}, 'sentiment': {'document': {'score': -0.877411, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.316143, 'joy': 0.017183, 'fear': 0.146676, 'disgust': 0.598021, 'anger': 0.218566}}}}",negative,disgust
I know its your reaction and all but you pretty much talked over every line in the trailer 😂,"{'usage': {'text_units': 1, 'text_characters': 92, 'features': 2}, 'sentiment': {'document': {'score': 0.514551, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.590499, 'joy': 0.117672, 'fear': 0.168088, 'disgust': 0.290459, 'anger': 0.012683}}}}",positive,sadness
I'm definently gonna go see it day 1. Looks amazing!!!,"{'usage': {'text_units': 1, 'text_characters': 54, 'features': 2}, 'sentiment': {'document': {'score': 0.933853, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.054764, 'joy': 0.806973, 'fear': 0.130526, 'disgust': 0.013234, 'anger': 0.012736}}}}",positive,joy
Redesign A+ Very well done and Green Hill Zone looks amazing. Glad to see Carrey doing what he does best and i enjoy watching Marsden in it. Special effects superb and great voice for Sonic. The music is a much better improvement for sure.,"{'usage': {'text_units': 1, 'text_characters': 239, 'features': 2}, 'sentiment': {'document': {'score': 0.975409, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.004055, 'joy': 0.970534, 'fear': 0.004424, 'disgust': 0.001462, 'anger': 0.005443}}}}",positive,joy
"Thanks for not pausing the video every second like most people I've seen do for this trailer.
Real time reactions are the best.","{'usage': {'text_units': 1, 'text_characters': 127, 'features': 2}, 'sentiment': {'document': {'score': 0.937278, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.043815, 'joy': 0.748244, 'fear': 0.040113, 'disgust': 0.12639, 'anger': 0.050964}}}}",positive,joy
I wish to download The Green hill zone music in like a baseball theme version,"{'usage': {'text_units': 1, 'text_characters': 77, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.179345, 'joy': 0.520481, 'fear': 0.085959, 'disgust': 0.036272, 'anger': 0.016037}}}}",neutral,joy
Ur laughing and jokes earned my subscription 🤣 oh shit,"{'usage': {'text_units': 1, 'text_characters': 54, 'features': 2}, 'sentiment': {'document': {'score': -0.934888, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.099814, 'joy': 0.157316, 'fear': 0.075523, 'disgust': 0.354047, 'anger': 0.512887}}}}",negative,anger
The change is so good it feels like the first one was a troll or an experiment. It’s as if the audience was beta tested for the movie and this is the alpha.,"{'usage': {'text_units': 1, 'text_characters': 156, 'features': 2}, 'sentiment': {'document': {'score': 0.917987, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.271663, 'joy': 0.335071, 'fear': 0.094883, 'disgust': 0.069711, 'anger': 0.352158}}}}",positive,anger
The DVD version should have an option to see the old design on it,"{'usage': {'text_units': 1, 'text_characters': 65, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.092589, 'joy': 0.323687, 'fear': 0.089392, 'disgust': 0.004541, 'anger': 0.00599}}}}",neutral,joy
I liek yur reactions gj,"{'usage': {'text_units': 1, 'text_characters': 23, 'features': 2}, 'sentiment': {'document': {'score': 0.589074, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.169113, 'joy': 0.12831, 'fear': 0.053331, 'disgust': 0.191704, 'anger': 0.147425}}}}",positive,disgust
0:17 That laugh tho,"{'usage': {'text_units': 1, 'text_characters': 19, 'features': 2}, 'sentiment': {'document': {'score': 0.914652, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.158784, 'joy': 0.690847, 'fear': 0.11642, 'disgust': 0.032853, 'anger': 0.022816}}}}",positive,joy
Bro is it bad that I just now realized that sonic doesn’t have a neck after 20years,"{'usage': {'text_units': 1, 'text_characters': 83, 'features': 2}, 'sentiment': {'document': {'score': -0.950864, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.758301, 'joy': 0.025988, 'fear': 0.143019, 'disgust': 0.162247, 'anger': 0.19663}}}}",negative,sadness
What's that awesome song playing at the end of the vid?,"{'usage': {'text_units': 1, 'text_characters': 55, 'features': 2}, 'sentiment': {'document': {'score': 0.636026, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.058246, 'joy': 0.885335, 'fear': 0.028853, 'disgust': 0.007825, 'anger': 0.00477}}}}",positive,joy
Yooo bro my same reaction!!!! Lol,"{'usage': {'text_units': 1, 'text_characters': 33, 'features': 2}, 'sentiment': {'document': {'score': 0.706186, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.078731, 'joy': 0.781258, 'fear': 0.031779, 'disgust': 0.058816, 'anger': 0.082569}}}}",positive,joy
"Sonic the hedgehog 2 will be Shadow, Silver and Metal Sonic featuring","{'usage': {'text_units': 1, 'text_characters': 69, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.123489, 'joy': 0.238902, 'fear': 0.107863, 'disgust': 0.0392, 'anger': 0.034491}}}}",neutral,joy
Lol I love how happy 😃 u are about the redesign 🥰🥰🥰🙂🙂,"{'usage': {'text_units': 1, 'text_characters': 53, 'features': 2}, 'sentiment': {'document': {'score': 0.993317, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.014873, 'joy': 0.886323, 'fear': 0.037075, 'disgust': 0.003705, 'anger': 0.00513}}}}",positive,joy
yea bro I'm gonna see it with u day one,"{'usage': {'text_units': 1, 'text_characters': 39, 'features': 2}, 'sentiment': {'document': {'score': 0.661692, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.369883, 'joy': 0.426474, 'fear': 0.128338, 'disgust': 0.037274, 'anger': 0.068514}}}}",positive,joy
0:06  this meme is perfect for sonic last trailer and funny!🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,"{'usage': {'text_units': 1, 'text_characters': 70, 'features': 2}, 'sentiment': {'document': {'score': 0.976045, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.085625, 'joy': 0.647539, 'fear': 0.057482, 'disgust': 0.066189, 'anger': 0.085643}}}}",positive,joy
I'm in love with it. Also what's the song you used for your outro?,"{'usage': {'text_units': 1, 'text_characters': 66, 'features': 2}, 'sentiment': {'document': {'score': 0.778422, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.046352, 'joy': 0.884162, 'fear': 0.012496, 'disgust': 0.012061, 'anger': 0.01441}}}}",positive,joy
I’m probably gonna buy tickets to this movie for the sole reason of thanking Paramount for listening to fans about the redesign,"{'usage': {'text_units': 1, 'text_characters': 127, 'features': 2}, 'sentiment': {'document': {'score': 0.92719, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.12878, 'joy': 0.67708, 'fear': 0.020691, 'disgust': 0.094562, 'anger': 0.070528}}}}",positive,joy
The thing at the beginning killed me,"{'usage': {'text_units': 1, 'text_characters': 36, 'features': 2}, 'sentiment': {'document': {'score': -0.949553, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.455715, 'joy': 0.034623, 'fear': 0.285456, 'disgust': 0.096429, 'anger': 0.477537}}}}",negative,anger
"The thing is, this looks so good and fits so well together. I kind of admit that it could be plausible that we got screwed and it was a late april fools joke and they ran with the ensuing chaos.","{'usage': {'text_units': 1, 'text_characters': 194, 'features': 2}, 'sentiment': {'document': {'score': 0.373256, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.140416, 'joy': 0.56117, 'fear': 0.168078, 'disgust': 0.062834, 'anger': 0.18885}}}}",positive,joy
This guy on YouTube showed the hole movie and I watched it on my phone.,"{'usage': {'text_units': 1, 'text_characters': 71, 'features': 2}, 'sentiment': {'document': {'score': -0.296559, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.478626, 'joy': 0.151127, 'fear': 0.105351, 'disgust': 0.340035, 'anger': 0.131343}}}}",negative,sadness
"If a sequel comes of this if they make enough movie, which it might, the next movie should all be on Mobius.","{'usage': {'text_units': 1, 'text_characters': 108, 'features': 2}, 'sentiment': {'document': {'score': -0.402547, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.073699, 'joy': 0.588887, 'fear': 0.144078, 'disgust': 0.049833, 'anger': 0.103463}}}}",negative,joy
Hollyshit i laught a lot for the intro kkkkkk,"{'usage': {'text_units': 1, 'text_characters': 45, 'features': 2}, 'sentiment': {'document': {'score': 0.934994, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.382612, 'joy': 0.436154, 'fear': 0.092613, 'disgust': 0.026, 'anger': 0.053723}}}}",positive,joy
"The opening of gangsters paradise was dope tho, gave sonic kind of a godly feel","{'usage': {'text_units': 1, 'text_characters': 79, 'features': 2}, 'sentiment': {'document': {'score': 0.881666, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.271441, 'joy': 0.406938, 'fear': 0.178663, 'disgust': 0.056061, 'anger': 0.175653}}}}",positive,joy
"New sub here, I wanted to know what editing program did you use?","{'usage': {'text_units': 1, 'text_characters': 64, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.088816, 'joy': 0.301169, 'fear': 0.135963, 'disgust': 0.12082, 'anger': 0.137699}}}}",neutral,joy
I loved the new design from Sonic,"{'usage': {'text_units': 1, 'text_characters': 33, 'features': 2}, 'sentiment': {'document': {'score': 0.983039, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.0215, 'joy': 0.902264, 'fear': 0.032862, 'disgust': 0.005503, 'anger': 0.012159}}}}",positive,joy
"Oh my GAWWWWWWWWWWWWWWWWWD



i stubbed my toe","{'usage': {'text_units': 1, 'text_characters': 46, 'features': 2}, 'sentiment': {'document': {'score': -0.97885, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.214822, 'joy': 0.078248, 'fear': 0.330467, 'disgust': 0.381331, 'anger': 0.140719}}}}",negative,disgust
I'd clock Dr. Robotnick if he threatened me.,"{'usage': {'text_units': 1, 'text_characters': 44, 'features': 2}, 'sentiment': {'document': {'score': -0.844434, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.057864, 'joy': 0.10069, 'fear': 0.679921, 'disgust': 0.065612, 'anger': 0.147595}}}}",negative,fear
7:03 blue evo look like mix dragon ball z  super,"{'usage': {'text_units': 1, 'text_characters': 48, 'features': 2}, 'sentiment': {'document': {'score': 0.606647, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.343462, 'joy': 0.267107, 'fear': 0.086391, 'disgust': 0.055525, 'anger': 0.192032}}}}",positive,sadness
Gotta go fast 🍑💨 whoops I farted,"{'usage': {'text_units': 1, 'text_characters': 32, 'features': 2}, 'sentiment': {'document': {'score': 0.417393, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.284796, 'joy': 0.072787, 'fear': 0.332332, 'disgust': 0.4094, 'anger': 0.104334}}}}",positive,disgust
You are so right now cause i like how they fix sonic up too lvory,"{'usage': {'text_units': 1, 'text_characters': 65, 'features': 2}, 'sentiment': {'document': {'score': -0.52502, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.434876, 'joy': 0.255462, 'fear': 0.080098, 'disgust': 0.065364, 'anger': 0.089165}}}}",negative,sadness
He’s already a second into the movie and he’s like 😱,"{'usage': {'text_units': 1, 'text_characters': 52, 'features': 2}, 'sentiment': {'document': {'score': -0.873448, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.093438, 'joy': 0.197063, 'fear': 0.596243, 'disgust': 0.242409, 'anger': 0.031027}}}}",negative,fear
Going to see this and also will buy it on blu ray!!,"{'usage': {'text_units': 1, 'text_characters': 51, 'features': 2}, 'sentiment': {'document': {'score': 0.851449, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.135267, 'joy': 0.511277, 'fear': 0.088367, 'disgust': 0.127112, 'anger': 0.083766}}}}",positive,joy
The old ones sonic looks like a person with alot of hair but blue,"{'usage': {'text_units': 1, 'text_characters': 65, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.337319, 'joy': 0.269333, 'fear': 0.061591, 'disgust': 0.251851, 'anger': 0.109311}}}}",neutral,sadness
Sonic Got a 360 Spin in The Prime Empire!,"{'usage': {'text_units': 1, 'text_characters': 41, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.235039, 'joy': 0.288318, 'fear': 0.115634, 'disgust': 0.15735, 'anger': 0.098577}}}}",neutral,joy
Ayyyyeeee got the same shirt noice!!!,"{'usage': {'text_units': 1, 'text_characters': 37, 'features': 2}, 'sentiment': {'document': {'score': 0.890167, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.127189, 'joy': 0.411025, 'fear': 0.072226, 'disgust': 0.062302, 'anger': 0.155791}}}}",positive,joy
Everyone and myself including who strongly voiced our concerns and our immense disdain for Sonic's horrid appearance in the first trailer all experienced the Zemeckis effect since we all didn't approve of Sonic's initial design pertaining to the first trailer,"{'usage': {'text_units': 1, 'text_characters': 259, 'features': 2}, 'sentiment': {'document': {'score': -0.860067, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.163548, 'joy': 0.259053, 'fear': 0.25721, 'disgust': 0.035801, 'anger': 0.074737}}}}",negative,joy
"This is what I think happened with this movie... The Director listened to his kids about what to do with this movie, and the rest of the cast were like ""no way, that looks like shit"".  BUT, the Director wouldn't budge.  So, the cast begged marketing to put out an early trailer to get public feed back behind the directors back.  THEN when everyone shit all over it, the director was like wow, if I drop this movie as is my career will be beyond over... ""Okay guys good news we are fixing sonic!""  Then we get this beyond perfect Sonic, that you can totally tell was made by the most hardcore fan ever!","{'usage': {'text_units': 1, 'text_characters': 602, 'features': 2}, 'sentiment': {'document': {'score': -0.679134, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.255078, 'joy': 0.589616, 'fear': 0.114533, 'disgust': 0.20382, 'anger': 0.522729}}}}",negative,joy
"Watch the goddamn trailer 
Stop talking 
U missed whole alot of things -_-","{'usage': {'text_units': 1, 'text_characters': 74, 'features': 2}, 'sentiment': {'document': {'score': -0.940814, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.376276, 'joy': 0.021288, 'fear': 0.319477, 'disgust': 0.072683, 'anger': 0.552957}}}}",negative,anger
That was so unreal,"{'usage': {'text_units': 1, 'text_characters': 18, 'features': 2}, 'sentiment': {'document': {'score': -0.593687, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.862998, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.857143}}}}",negative,sadness
"I'm the 666th person to like, I'm the devil","{'usage': {'text_units': 1, 'text_characters': 43, 'features': 2}, 'sentiment': {'document': {'score': -0.768502, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.410881, 'joy': 0.045291, 'fear': 0.201643, 'disgust': 0.201515, 'anger': 0.178523}}}}",negative,sadness
"The more I think, the more I convince myself that with the ""bad sonic, now we fixed it for you, the fans"" was a perfect and smart PR move. Just think for a second ... could it have been a BADER sonic and a WORST trailer than the first one? NOT, of course, it checks all "" bad "" points  and they know that they want that.. and the first release date was way to close and they initially knew the movie was going to be 2020. Now many more people will go to see it because "" its fix "" and "" looks they listen to us, let's support them"" and now from a mediocre and forgettable movie, they will make tons of money. Genius !!! 

I expect more movies in the future does to the same.","{'usage': {'text_units': 1, 'text_characters': 674, 'features': 2}, 'sentiment': {'document': {'score': -0.421904, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.553081, 'joy': 0.461637, 'fear': 0.119187, 'disgust': 0.106639, 'anger': 0.118294}}}}",negative,sadness
2020 is going to be godly.,"{'usage': {'text_units': 1, 'text_characters': 26, 'features': 2}, 'sentiment': {'document': {'score': 0.861413, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.426389, 'joy': 0.109616, 'fear': 0.43232, 'disgust': 0.041074, 'anger': 0.158837}}}}",positive,fear
I didn't know I had to skip 3 minutes of the video,"{'usage': {'text_units': 1, 'text_characters': 50, 'features': 2}, 'sentiment': {'document': {'score': -0.933979, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.322107, 'joy': 0.2404, 'fear': 0.115696, 'disgust': 0.128681, 'anger': 0.087597}}}}",negative,sadness
"Look at dis dude
*Shows Dr. Seuss character*","{'usage': {'text_units': 1, 'text_characters': 44, 'features': 2}, 'sentiment': {'document': {'score': 0.633396, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.12084, 'joy': 0.159552, 'fear': 0.046102, 'disgust': 0.232784, 'anger': 0.087067}}}}",positive,disgust
"This new design is really good, you wouldn't believe how much of a fanboy I was for Sonic when I was little! The old trailer was kinda a JoJo reference so that was good about it. xd","{'usage': {'text_units': 1, 'text_characters': 181, 'features': 2}, 'sentiment': {'document': {'score': 0.927857, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.031066, 'joy': 0.859854, 'fear': 0.051411, 'disgust': 0.017235, 'anger': 0.038367}}}}",positive,joy
Poor sonic trailer 1 everyone laughs at sonic 😢😭,"{'usage': {'text_units': 1, 'text_characters': 48, 'features': 2}, 'sentiment': {'document': {'score': -0.994816, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.876099, 'joy': 0.032461, 'fear': 0.151835, 'disgust': 0.090387, 'anger': 0.004884}}}}",negative,sadness
"where is eggman?
xD","{'usage': {'text_units': 1, 'text_characters': 19, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.000862, 'joy': 0.953915, 'fear': 0.001512, 'disgust': 0.002864, 'anger': 0.016446}}}}",neutral,joy
"If Smurfs and Alvin and the Chipmunks can get sequels, then I can’t wait for more Sonic movies!","{'usage': {'text_units': 1, 'text_characters': 95, 'features': 2}, 'sentiment': {'document': {'score': -0.565645, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.232843, 'joy': 0.309056, 'fear': 0.115517, 'disgust': 0.062396, 'anger': 0.269952}}}}",negative,joy
*Chill boondocks theme in background*,"{'usage': {'text_units': 1, 'text_characters': 37, 'features': 2}, 'sentiment': {'document': {'score': 0.698852, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.032219, 'joy': 0.598902, 'fear': 0.080243, 'disgust': 0.012603, 'anger': 0.009216}}}}",positive,joy
"Aww, he looks nicer now...it seems less like a cash grab too ahaha","{'usage': {'text_units': 1, 'text_characters': 66, 'features': 2}, 'sentiment': {'document': {'score': 0.31675, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.434505, 'joy': 0.188822, 'fear': 0.205167, 'disgust': 0.120644, 'anger': 0.17212}}}}",positive,sadness
"Ok, they might have us back on board! What do you guys think about this new Sonic Trailer?!","{'usage': {'text_units': 1, 'text_characters': 91, 'features': 2}, 'sentiment': {'document': {'score': 0.584726, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.075429, 'joy': 0.377959, 'fear': 0.304863, 'disgust': 0.107006, 'anger': 0.126749}}}}",positive,joy
I know it's like the best trailer!!!,"{'usage': {'text_units': 1, 'text_characters': 36, 'features': 2}, 'sentiment': {'document': {'score': 0.927848, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.024612, 'joy': 0.605494, 'fear': 0.124235, 'disgust': 0.019435, 'anger': 0.034648}}}}",positive,joy
"“Jim Carey is pullin’ it out for me.”

Not something I want my wife sayin’.","{'usage': {'text_units': 1, 'text_characters': 75, 'features': 2}, 'sentiment': {'document': {'score': -0.820425, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.22594, 'joy': 0.101473, 'fear': 0.02621, 'disgust': 0.165892, 'anger': 0.180707}}}}",negative,sadness
"Paramount, considering the struggles they’re going through right now, made the right choice to redesign Sonic. They’re definitely gonna have a box office hit now with Sonic because of their decision.","{'usage': {'text_units': 1, 'text_characters': 199, 'features': 2}, 'sentiment': {'document': {'score': -0.363636, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.215633, 'joy': 0.325798, 'fear': 0.218737, 'disgust': 0.046501, 'anger': 0.256589}}}}",negative,joy
"I knew you would do it hahaha

Jokes aside, i feel like we now have an obligation to watch the movie, i mean we gotta say thank you, they legit changed all the cgi in less than three months","{'usage': {'text_units': 1, 'text_characters': 189, 'features': 2}, 'sentiment': {'document': {'score': 0.816094, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.236321, 'joy': 0.67352, 'fear': 0.068054, 'disgust': 0.017895, 'anger': 0.023949}}}}",positive,joy
Finally a film studio listened to their fans!!!,"{'usage': {'text_units': 1, 'text_characters': 47, 'features': 2}, 'sentiment': {'document': {'score': 0.972297, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.02162, 'joy': 0.825568, 'fear': 0.009489, 'disgust': 0.119276, 'anger': 0.055178}}}}",positive,joy
Loved seeing Sonic reading Flash comics.,"{'usage': {'text_units': 1, 'text_characters': 40, 'features': 2}, 'sentiment': {'document': {'score': 0.940973, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.044004, 'joy': 0.784053, 'fear': 0.031789, 'disgust': 0.041192, 'anger': 0.061855}}}}",positive,joy
"""Where am I? What year is it? Is The Rock president?"" - Sonic 2020","{'usage': {'text_units': 1, 'text_characters': 66, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.086322, 'joy': 0.435809, 'fear': 0.050141, 'disgust': 0.178782, 'anger': 0.169978}}}}",neutral,joy
When I see anything related to sonic i always think of egg man peeing on the moon that is real and hilarious,"{'usage': {'text_units': 1, 'text_characters': 108, 'features': 2}, 'sentiment': {'document': {'score': 0.918452, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.056915, 'joy': 0.276396, 'fear': 0.201139, 'disgust': 0.409453, 'anger': 0.235432}}}}",positive,disgust
Hats off to Paramount who listen to fans and release that beauty trailer.,"{'usage': {'text_units': 1, 'text_characters': 73, 'features': 2}, 'sentiment': {'document': {'score': 0.937624, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.055824, 'joy': 0.649944, 'fear': 0.021927, 'disgust': 0.132079, 'anger': 0.214588}}}}",positive,joy
I like how they legit deleted the 2019 trailer,"{'usage': {'text_units': 1, 'text_characters': 46, 'features': 2}, 'sentiment': {'document': {'score': -0.818219, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.328621, 'joy': 0.034027, 'fear': 0.341273, 'disgust': 0.101397, 'anger': 0.184925}}}}",negative,fear
"Jim Carrey saying ""Good morning my Rural Chum"" is the most underrated part of this trailer.","{'usage': {'text_units': 1, 'text_characters': 91, 'features': 2}, 'sentiment': {'document': {'score': 0.338417, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.067553, 'joy': 0.544902, 'fear': 0.026272, 'disgust': 0.03103, 'anger': 0.050494}}}}",positive,joy
Much of a huge improvement over the last design which was honestly a total abomination but this redesign is pure Sonic even it's incredibly sensational! 🙏,"{'usage': {'text_units': 1, 'text_characters': 154, 'features': 2}, 'sentiment': {'document': {'score': 0.823902, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.040107, 'joy': 0.778259, 'fear': 0.020453, 'disgust': 0.123322, 'anger': 0.079179}}}}",positive,joy
"I was okay with the original look of Sonic, but this new look is so much better! And getting to see different scenes of Jim Carrey makes me want to see the movie even more!","{'usage': {'text_units': 1, 'text_characters': 172, 'features': 2}, 'sentiment': {'document': {'score': 0.368226, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.074513, 'joy': 0.764891, 'fear': 0.022716, 'disgust': 0.132897, 'anger': 0.033345}}}}",positive,joy
WELL HE LOOKS 1000% BETTER SO THATS A GOOD START. WE SHALL SEE.....,"{'usage': {'text_units': 1, 'text_characters': 67, 'features': 2}, 'sentiment': {'document': {'score': 0.69285, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.043626, 'joy': 0.760605, 'fear': 0.042287, 'disgust': 0.011398, 'anger': 0.051018}}}}",positive,joy
"Kid: They are going to put Zazz in the next movie
Me: Doubts him completely","{'usage': {'text_units': 1, 'text_characters': 75, 'features': 2}, 'sentiment': {'document': {'score': -0.827699, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.180196, 'joy': 0.307307, 'fear': 0.181364, 'disgust': 0.153865, 'anger': 0.143808}}}}",negative,joy
"A little spoiler / non spoiler, just because of what he said, the villain in the second one (if they ever do it) will still be Jim Carrey as eggman, remember that shot from the first trailer where he appears in the full costume? That's supposed to be the last scene in the movie, where a fully realized eggman swears revenge on sonic, paramount was dumb enough to leak that...

Unless they decide to change the ending","{'usage': {'text_units': 1, 'text_characters': 417, 'features': 2}, 'sentiment': {'document': {'score': -0.835954, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.631771, 'joy': 0.01864, 'fear': 0.156376, 'disgust': 0.18033, 'anger': 0.319329}}}}",negative,sadness
A perfect Valentine's day date for the family,"{'usage': {'text_units': 1, 'text_characters': 45, 'features': 2}, 'sentiment': {'document': {'score': 0.985951, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.085769, 'joy': 0.835898, 'fear': 0.014257, 'disgust': 0.030685, 'anger': 0.009071}}}}",positive,joy
